word,x,y
equivalent,798.5389,612.6109
encouraging,798.5389,612.6109
diffident,-634.49066,-582.7671
overjoyed,224.95148,31.965883
pleasantest,-93.74354,-131.5854
Engaged,798.5389,612.6109
imaginable,903.25793,52.94797
romantic,115.43899,-1084.4272
forbearing,57.38613,-548.7929
overpowered,224.95148,31.965883
sour,-52.484406,323.03934
unanswerable,724.3881,-534.7766
troublesome,257.9951,711.35944
continued,-951.86163,-155.88205
Unwilling,724.3881,-534.7766
destructive,-411.34134,-574.9772
dishonorable,-411.34134,-574.9772
consoling,-951.86163,-155.88205
angelic,-153.19484,977.9316
fewer,211.55492,-578.76965
circumspect,-951.86163,-155.88205
transient,257.9951,711.35944
perverse,-190.54883,-258.8649
mild,-924.8581,439.74445
newest,497.98947,-103.91247
artful,-153.19484,977.9316
hackneyed,-383.12857,-1005.5233
indefinite,903.25793,52.94797
suspicious,-52.484406,323.03934
fresher,119.799675,-706.18134
inexhaustible,903.25793,52.94797
minute,-924.8581,439.74445
wiser,494.54434,1034.9302
farewell,-71.912224,-687.6213
invariable,903.25793,52.94797
watchful,494.54434,1034.9302
sighted,-52.484406,323.03934
effectual,798.5389,612.6109
uncompanionable,724.3881,-534.7766
faultless,-71.912224,-687.6213
headed,-383.12857,-1005.5233
healthful,-383.12857,-1005.5233
matrimonial,-924.8581,439.74445
allowable,-153.19484,977.9316
Stupid,-259.2687,421.19016
accurate,-153.19484,977.9316
discernible,-634.49066,-582.7671
green,-605.49,151.75119
ostentatious,224.95148,31.965883
neat,497.98947,-103.91247
unseldom,724.3881,-534.7766
faint,57.38613,-548.7929
built,-648.8871,803.46826
insignificant,903.25793,52.94797
maiden,-924.8581,439.74445
backwards,-648.8871,803.46826
sized,-259.2687,421.19016
minutest,-924.8581,439.74445
quarrelsome,147.8543,-187.7785
discontented,-634.49066,-582.7671
proficient,-93.74354,-131.5854
arch,-153.19484,977.9316
impolitic,903.25793,52.94797
scarce,-259.2687,421.19016
masterly,-924.8581,439.74445
amiss,-153.19484,977.9316
prudential,-93.74354,-131.5854
unimportant,724.3881,-534.7766
local,434.9356,336.51242
colder,-951.86163,-155.88205
concise,-951.86163,-155.88205
informed,903.25793,52.94797
disputable,-634.49066,-582.7671
steadfast,-259.2687,421.19016
Younger,366.8219,-261.70593
tractable,257.9951,711.35944
prodigious,-93.74354,-131.5854
thoughtful,257.9951,711.35944
keener,192.4397,-326.7464
subsequent,-259.2687,421.19016
forced,211.55492,-578.76965
acutest,-153.19484,977.9316
unmoved,724.3881,-534.7766
heightened,-383.12857,-1005.5233
honest,-383.12857,-1005.5233
unqualified,724.3881,-534.7766
unalloyed,724.3881,-534.7766
obvious,224.95148,31.965883
fullest,119.799675,-706.18134
shameless,-259.2687,421.19016
strongest,-259.2687,421.19016
disgusting,-634.49066,-582.7671
humbling,-383.12857,-1005.5233
undecided,724.3881,-534.7766
weighty,494.54434,1034.9302
undoubted,724.3881,-534.7766
vicious,551.8523,-994.5057
unprofitable,724.3881,-534.7766
revered,115.43899,-1084.4272
Ignorant,903.25793,52.94797
valueless,551.8523,-994.5057
penitent,-190.54883,-258.8649
clearer,-951.86163,-155.88205
cherished,-951.86163,-155.88205
grossest,-605.49,151.75119
perturbed,-360.2953,-131.86354
blameless,-648.8871,803.46826
casual,-951.86163,-155.88205
social,-259.2687,421.19016
fainter,211.55492,-578.76965
farther,211.55492,-578.76965
repulsive,115.43899,-1084.4272
unprincipled,724.3881,-534.7766
irreligious,903.25793,52.94797
immoral,903.25793,52.94797
prejudiced,-190.54883,-258.8649
blameable,-648.8871,803.46826
Pleased,-190.54883,-258.8649
unsuspicious,724.3881,-534.7766
fervent,211.55492,-578.76965
depressed,-411.34134,-574.9772
discreditable,-634.49066,-582.7671
occupied,224.95148,31.965883
heavier,-383.12857,-1005.5233
spirited,-259.2687,421.19016
willed,494.54434,1034.9302
replete,115.43899,-1084.4272
unconcern,724.3881,-534.7766
uglier,724.3881,-534.7766
delicious,-634.49066,-582.7671
monthly,-924.8581,439.74445
nasty,497.98947,-103.91247
freckled,119.799675,-706.18134
snug,-259.2687,421.19016
undiminished,724.3881,-534.7766
nicest,497.98947,-103.91247
merry,-924.8581,439.74445
congenial,-951.86163,-155.88205
equivocal,798.5389,612.6109
suited,-52.484406,323.03934
witty,494.54434,1034.9302
undeserved,724.3881,-534.7766
requisite,115.43899,-1084.4272
broken,-648.8871,803.46826
restless,115.43899,-1084.4272
luckless,434.9356,336.51242
detestable,-634.49066,-582.7671
squeamish,-52.484406,323.03934
exuberant,798.5389,612.6109
meanest,-924.8581,439.74445
Vain,551.8523,-994.5057
uncontrolled,724.3881,-534.7766
content,-951.86163,-155.88205
unavoidable,724.3881,-534.7766
earthly,798.5389,612.6109
creative,-951.86163,-155.88205
gay,-605.49,151.75119
beauteous,-648.8871,803.46826
gayer,-605.49,151.75119
lower,434.9356,336.51242
apprehensive,-153.19484,977.9316
gentlest,-605.49,151.75119
foul,57.38613,-548.7929
pathetic,-93.74354,-131.5854
diffuse,-634.49066,-582.7671
impressive,903.25793,52.94797
clamorous,-951.86163,-155.88205
illiberal,903.25793,52.94797
conjugal,-951.86163,-155.88205
querulous,147.8543,-187.7785
contracted,-951.86163,-155.88205
celebrated,-951.86163,-155.88205
petrified,-190.54883,-258.8649
lowest,434.9356,336.51242
artificial,-153.19484,977.9316
elderly,798.5389,612.6109
proportioned,-190.54883,-258.8649
lofty,434.9356,336.51242
gaudy,-605.49,151.75119
hearted,-383.12857,-1005.5233
affable,-153.19484,977.9316
spacious,-259.2687,421.19016
abrupt,-153.19484,977.9316
advanced,-153.19484,977.9316
Amazed,-153.19484,977.9316
amazing!—but,-153.19484,977.9316
nobler,497.98947,-103.91247
accustomed,-153.19484,977.9316
narrowest,497.98947,-103.91247
simple,-259.2687,421.19016
rough,115.43899,-1084.4272
unprepared,724.3881,-534.7766
inadequate,903.25793,52.94797
unbecoming,724.3881,-534.7766
whimsical,494.54434,1034.9302
flaming,211.55492,-578.76965
little,434.9356,336.51242
old,224.95148,31.965883
great,-605.49,151.75119
good,-605.49,151.75119
able,-153.19484,977.9316
certain,-951.86163,-155.88205
different,-634.49066,-582.7671
long,434.9356,336.51242
new,497.98947,-103.91247
young,366.8219,-261.70593
charming,-951.86163,-155.88205
true,257.9951,711.35944
fine,276.54712,-715.8722
fresh,119.799675,-706.18134
poor,-190.54883,-258.8649
blue,-648.8871,803.46826
real,115.43899,-1084.4272
happy,-383.12857,-1005.5233
sure,-259.2687,421.19016
possible,-190.54883,-258.8649
natural,497.98947,-103.91247
dear,-634.49066,-582.7671
special,-259.2687,421.19016
precious,-93.74354,-131.5854
human,-383.12857,-1005.5233
common,-951.86163,-155.88205
impossible,903.25793,52.94797
white,494.54434,1034.9302
unknown,724.3881,-534.7766
strange,-259.2687,421.19016
particular,-93.74354,-131.5854
simple,-259.2687,421.19016
afraid,-153.19484,977.9316
ready,115.43899,-1084.4272
social,-259.2687,421.19016
faithful,57.38613,-548.7929
ill,903.25793,52.94797
single,-52.484406,323.03934
nice,497.98947,-103.91247
black,-648.8871,803.46826
free,211.55492,-578.76965
right,115.43899,-1084.4272
red,115.43899,-1084.4272
beautiful,-648.8871,803.46826
complete,-951.86163,-155.88205
daily,-634.49066,-582.7671
anxious,-153.19484,977.9316
bad,-648.8871,803.46826
dark,-634.49066,-582.7671
distant,-634.49066,-582.7671
present,-190.54883,-258.8649
open,224.95148,31.965883
large,434.9356,336.51242
mysterious,-924.8581,439.74445
strong,-259.2687,421.19016
dead,-634.49066,-582.7671
sudden,-259.2687,421.19016
unable,724.3881,-534.7766
secret,-259.2687,421.19016
mental,-924.8581,439.74445
pink,-360.2953,-131.86354
regular,115.43899,-1084.4272
warm,494.54434,1034.9302
fair,119.799675,-706.18134
better,-648.8871,803.46826
important,903.25793,52.94797
actual,-153.19484,977.9316
general,-605.49,151.75119
intimate,903.25793,52.94797
rare,115.43899,-1084.4272
incapable,903.25793,52.94797
definite,-411.34134,-574.9772
short,-52.484406,323.03934
melancholy,-924.8581,439.74445
aware,-153.19484,977.9316
small,-52.484406,323.03934
second,-52.484406,323.03934
invisible,903.25793,52.94797
smart,-52.484406,323.03934
pleasant,-190.54883,-258.8649
conscious,-951.86163,-155.88205
high,-383.12857,-1005.5233
vague,551.8523,-994.5057
mere,-924.8581,439.74445
painful,-190.54883,-258.8649
capable,-951.86163,-155.88205
delightful,-634.49066,-582.7671
unhappy,724.3881,-534.7766
proper,-190.54883,-258.8649
artificial,-153.19484,977.9316
gentle,-605.49,151.75119
late,434.9356,336.51242
necessary,497.98947,-103.91247
golden,-605.49,151.75119
cold,-951.86163,-155.88205
delicate,-411.34134,-574.9772
absurd,-153.19484,977.9316
brilliant,-648.8871,803.46826
familiar,211.55492,-578.76965
clear,-951.86163,-155.88205
hot,-383.12857,-1005.5233
genuine,-605.49,151.75119
tiny,257.9951,711.35944
rosy,115.43899,-1084.4272
fond,211.55492,-578.76965
big,-648.8871,803.46826
quiet,207.87022,-189.99567
early,798.5389,612.6109
worthy,494.54434,1034.9302
friendly,211.55492,-578.76965
tired,257.9951,711.35944
exquisite,798.5389,612.6109
individual,903.25793,52.94797
sorry,-52.484406,323.03934
attractive,-153.19484,977.9316
glad,-605.49,151.75119
earlier,798.5389,612.6109
cruel,-951.86163,-155.88205
greater,-605.49,151.75119
green,-605.49,151.75119
sharp,-52.484406,323.03934
false,211.55492,-578.76965
amusing,-153.19484,977.9316
gothic,-605.49,151.75119
favourite,211.55492,-578.76965
peculiar,-360.2953,-131.86354
Good,-605.49,151.75119
usual,724.3881,-534.7766
exact,798.5389,612.6109
supernatural,-52.484406,323.03934
humble,-383.12857,-1005.5233
physical,-360.2953,-131.86354
worth,494.54434,1034.9302
final,211.55492,-578.76965
deep,-411.34134,-574.9772
fashionable,211.55492,-578.76965
close,-951.86163,-155.88205
external,798.5389,612.6109
sincere,-259.2687,421.19016
wretched,494.54434,1034.9302
devoid,-634.49066,-582.7671
tender,257.9951,711.35944
difficult,-634.49066,-582.7671
ordinary,224.95148,31.965883
easy,798.5389,612.6109
fancy,211.55492,-578.76965
best,-648.8871,803.46826
angry,-153.19484,977.9316
powerless,-360.2953,-131.86354
noble,497.98947,-103.91247
rich,115.43899,-1084.4272
lovely,434.9356,336.51242
enormous,798.5389,612.6109
splendid,-259.2687,421.19016
musical,-924.8581,439.74445
asleep,-153.19484,977.9316
separate,-259.2687,421.19016
normal,497.98947,-103.91247
yellow,366.8219,-261.70593
superior,-259.2687,421.19016
grey,-605.49,151.75119
utter,724.3881,-534.7766
middle,-924.8581,439.74445
intellectual,903.25793,52.94797
interesting,903.25793,52.94797
moral,-924.8581,439.74445
dreadful,-634.49066,-582.7671
accustomed,-153.19484,977.9316
terrible,257.9951,711.35944
odd,224.95148,31.965883
original,224.95148,31.965883
visible,551.8523,-994.5057
heavy,-383.12857,-1005.5233
remote,115.43899,-1084.4272
sole,-259.2687,421.19016
confused,-951.86163,-155.88205
unconscious,724.3881,-534.7766
ignorant,903.25793,52.94797
sad,-259.2687,421.19016
wild,494.54434,1034.9302
loud,434.9356,336.51242
alive,-153.19484,977.9316
distinguished,-634.49066,-582.7671
distinct,-634.49066,-582.7671
dull,-634.49066,-582.7671
delighted,-634.49066,-582.7671
intelligent,903.25793,52.94797
inevitable,903.25793,52.94797
plain,-360.2953,-131.86354
solid,-43.395367,488.09695
motionless,-924.8581,439.74445
artistic,-153.19484,977.9316
glorious,-605.49,151.75119
pure,-360.2953,-131.86354
jealous,367.88385,-425.97073
absolute,-153.19484,977.9316
wrong,494.54434,1034.9302
evil,798.5389,612.6109
hard,-383.12857,-1005.5233
foreign,57.38613,-548.7929
vain,551.8523,-994.5057
timid,257.9951,711.35944
extraordinary,798.5389,612.6109
fragrant,-71.912224,-687.6213
prominent,-190.54883,-258.8649
personal,-190.54883,-258.8649
precise,-190.54883,-258.8649
subtle,-259.2687,421.19016
aesthetic,-153.19484,977.9316
weary,494.54434,1034.9302
recent,115.43899,-1084.4272
low,434.9356,336.51242
immediate,903.25793,52.94797
sick,-259.2687,421.19016
awkward,-153.19484,977.9316
perfect,-190.54883,-258.8649
vulgar,551.8523,-994.5057
pleased,-190.54883,-258.8649
successive,-259.2687,421.19016
solitary,-259.2687,421.19016
keen,192.4397,-326.7464
apparent,-153.19484,977.9316
uncertain,724.3881,-534.7766
transparent,257.9951,711.35944
slow,-259.2687,421.19016
pale,-190.54883,-258.8649
coloured,-951.86163,-155.88205
sweet,-259.2687,421.19016
later,434.9356,336.51242
purple,-190.54883,-258.8649
lower,434.9356,336.51242
silent,-259.2687,421.19016
half,-383.12857,-1005.5233
famous,211.55492,-578.76965
private,-190.54883,-258.8649
historic,-383.12857,-1005.5233
violent,551.8523,-994.5057
solemn,-259.2687,421.19016
clever,-951.86163,-155.88205
intense,903.25793,52.94797
delicious,-634.49066,-582.7671
broad,-648.8871,803.46826
permanent,-190.54883,-258.8649
faint,-71.912224,-687.6213
spiritual,-259.2687,421.19016
narrow,497.98947,-103.91247
fatal,211.55492,-578.76965
irresistible,903.25793,52.94797
ideal,903.25793,52.94797
innumerable,903.25793,52.94797
constant,-951.86163,-155.88205
comfortable,-951.86163,-155.88205
slender,-52.484406,323.03934
fortunate,211.55492,-578.76965
ancient,-153.19484,977.9316
scrupulous,-52.484406,323.03934
endless,798.5389,612.6109
annoyed,-153.19484,977.9316
passionate,-360.2953,-131.86354
futile,119.799675,-706.18134
double,-634.49066,-582.7671
vast,551.8523,-994.5057
likely,434.9356,336.51242
inclined,903.25793,52.94797
shy,-52.484406,323.03934
bodily,-648.8871,803.46826
independent,903.25793,52.94797
everyday,798.5389,612.6109
trivial,257.9951,711.35944
interested,903.25793,52.94797
desperate,-634.49066,-582.7671
inaccessible,903.25793,52.94797
calm,-951.86163,-155.88205
silly,-52.484406,323.03934
obscure,224.95148,31.965883
light,434.9356,336.51242
continuous,-951.86163,-155.88205
bare,-648.8871,803.46826
past,-93.74354,-131.5854
larger,434.9356,336.51242
astonished,-153.19484,977.9316
closed,-951.86163,-155.88205
universal,724.3881,-534.7766
satisfied,-52.484406,323.03934
imaginary,903.25793,52.94797
absent,-153.19484,977.9316
fiery,57.38613,-548.7929
slight,-52.484406,323.03934
ugly,724.3881,-534.7766
romantic,115.43899,-1084.4272
awake,-153.19484,977.9316
plump,-93.74354,-131.5854
insignificant,903.25793,52.94797
sufficient,-52.484406,323.03934
straight,-52.484406,323.03934
funny,119.799675,-706.18134
mortal,-924.8581,439.74445
identical,903.25793,52.94797
mad,-924.8581,439.74445
frail,57.38613,-548.7929
sacred,-52.484406,323.03934
similar,-52.484406,323.03934
kind,192.4397,-326.7464
like,434.9356,336.51242
luminous,434.9356,336.51242
supreme,-52.484406,323.03934
fantastic,57.38613,-548.7929
dazzling,-634.49066,-582.7671
surprised,-52.484406,323.03934
wonderful,494.54434,1034.9302
pretty,-190.54883,-258.8649
literary,434.9356,336.51242
bitter,-648.8871,803.46826
greatest,-605.49,151.75119
lasting,434.9356,336.51242
abstract,-153.19484,977.9316
indispensable,903.25793,52.94797
direct,-634.49066,-582.7671
profound,-190.54883,-258.8649
deliberate,-634.49066,-582.7671
Japanese,367.88385,-425.97073
horrible,-383.12857,-1005.5233
abnormal,-153.19484,977.9316
infinite,903.25793,52.94797
outer,224.95148,31.965883
bright,-648.8871,803.46826
far,57.38613,-548.7929
critical,-951.86163,-155.88205
worst,494.54434,1034.9302
confident,-951.86163,-155.88205
ridiculous,115.43899,-1084.4272
coarse,-951.86163,-155.88205
utmost,724.3881,-534.7766
nervous,497.98947,-103.91247
immense,903.25793,52.94797
formal,211.55492,-578.76965
unwell,724.3881,-534.7766
higher,-383.12857,-1005.5233
inferior,903.25793,52.94797
indifferent,903.25793,52.94797
gradual,-605.49,151.75119
fleeting,211.55492,-578.76965
sensual,-52.484406,323.03934
older,224.95148,31.965883
soft,-52.484406,323.03934
lifeless,434.9356,336.51242
careful,-951.86163,-155.88205
thick,257.9951,711.35944
tall,257.9951,711.35944
holy,-383.12857,-1005.5233
successful,-52.484406,323.03934
outward,224.95148,31.965883
considerable,-951.86163,-155.88205
ultimate,724.3881,-534.7766
impatient,903.25793,52.94797
popular,-208.2448,-64.90282
momentary,-924.8581,439.74445
equal,798.5389,612.6109
generous,-605.49,151.75119
excellent,798.5389,612.6109
steep,-52.484406,323.03934
spontaneous,-52.484406,323.03934
material,-924.8581,439.74445
obvious,118.35588,20.62824
incomprehensible,903.25793,52.94797
latest,434.9356,336.51242
stupid,-259.2687,421.19016
impalpable,903.25793,52.94797
sonorous,-259.2687,421.19016
wet,494.54434,1034.9302
additional,-153.19484,977.9316
unfortunate,724.3881,-534.7766
finest,119.799675,-706.18134
curious,-951.86163,-155.88205
respectable,115.43899,-1084.4272
lofty,434.9356,336.51242
huge,-383.12857,-1005.5233
rapid,115.43899,-1084.4272
brutal,-648.8871,803.46826
imperceptible,903.25793,52.94797
unimportant,724.3881,-534.7766
occasional,118.35588,20.62824
mechanical,-924.8581,439.74445
reddish,115.43899,-1084.4272
detached,-634.49066,-582.7671
depressing,-634.49066,-582.7671
accidental,-153.19484,977.9316
logical,434.9356,336.51242
colourless,-951.86163,-155.88205
radiant,115.43899,-1084.4272
religious,115.43899,-1084.4272
mediaeval,-924.8581,439.74445
domestic,-411.34134,-574.9772
lazy,434.9356,336.51242
earliest,798.5389,612.6109
sombre,-259.2687,421.19016
glossy,-605.49,151.75119
disillusioned,-411.34134,-574.9772
useless,724.3881,-534.7766
quick,207.87022,-189.99567
vivid,551.8523,-994.5057
busy,-648.8871,803.46826
hidden,-383.12857,-1005.5233
rude,115.43899,-1084.4272
touching,257.9951,711.35944
essential,798.5389,612.6109
gay,-605.49,151.75119
marvellous,-924.8581,439.74445
highest,-383.12857,-1005.5233
wicked,494.54434,1034.9302
public,-190.54883,-258.8649
careless,-951.86163,-155.88205
furtive,-71.912224,-687.6213
agreeable,-153.19484,977.9316
following,-71.912224,-687.6213
ashamed,-153.19484,977.9316
akin,-153.19484,977.9316
malicious,-924.8581,439.74445
current,-951.86163,-155.88205
dumb,-411.34134,-574.9772
polite,-93.74354,-131.5854
wooden,494.54434,1034.9302
doubtful,-411.34134,-574.9772
divine,-411.34134,-574.9772
innocent,903.25793,52.94797
anonymous,-153.19484,977.9316
unfamiliar,724.3881,-534.7766
apt,-153.19484,977.9316
unseen,724.3881,-534.7766
uneasy,724.3881,-534.7766
brown,-648.8871,803.46826
younger,366.8219,-261.70593
honest,-383.12857,-1005.5233
content,-951.86163,-155.88205
ironical,903.25793,52.94797
professional,-360.2953,-131.86354
local,434.9356,336.51242
significant,-259.2687,421.19016
aunt,-153.19484,977.9316
brief,-648.8871,803.46826
latent,434.9356,336.51242
urgent,724.3881,-534.7766
positive,-360.2953,-131.86354
characteristic,-951.86163,-155.88205
practical,-360.2953,-131.86354
ardent,-153.19484,977.9316
soothing,-259.2687,421.19016
insane,903.25793,52.94797
odious,224.95148,31.965883
sordid,-259.2687,421.19016
admirable,-153.19484,977.9316
powerful,-190.54883,-258.8649
casual,-951.86163,-155.88205
inseparable,903.25793,52.94797
monotonous,-924.8581,439.74445
countless,-951.86163,-155.88205
pious,-190.54883,-258.8649
liable,434.9356,336.51242
trifling,257.9951,711.35944
Persian,-190.54883,-258.8649
snowy,-259.2687,421.19016
disinterested,-411.34134,-574.9772
honourable,-383.12857,-1005.5233
worse,494.54434,1034.9302
scientific,-259.2687,421.19016
triumphant,257.9951,711.35944
quaint,207.87022,-189.99567
cunning,-951.86163,-155.88205
polished,-360.2953,-131.86354
unexpected,724.3881,-534.7766
provincial,-360.2953,-131.86354
furious,211.55492,-578.76965
proud,-360.2953,-131.86354
tiled,257.9951,711.35944
fashioned,211.55492,-578.76965
happier,-383.12857,-1005.5233
invariable,903.25793,52.94797
sublime,-259.2687,421.19016
vital,551.8523,-994.5057
inner,903.25793,52.94797
immaterial,903.25793,52.94797
conventional,-951.86163,-155.88205
orange,224.95148,31.965883
frightened,211.55492,-578.76965
smallest,-259.2687,421.19016
simplest,-259.2687,421.19016
astonishing,-153.19484,977.9316
analogous,-153.19484,977.9316
strict,-259.2687,421.19016
sensitive,-259.2687,421.19016
broken,-648.8871,803.46826
slightest,-259.2687,421.19016
undue,724.3881,-534.7766
hearted,-383.12857,-1005.5233
amorous,-153.19484,977.9316
instinctive,903.25793,52.94797
dry,-411.34134,-574.9772
rustic,115.43899,-1084.4272
grotesque,-605.49,151.75119
lowest,434.9356,336.51242
Christian,-951.86163,-155.88205
eager,798.5389,612.6109
virtuous,551.8523,-994.5057
modest,-924.8581,439.74445
ephemeral,798.5389,612.6109
willing,494.54434,1034.9302
intrinsic,903.25793,52.94797
witty,494.54434,1034.9302
acute,-153.19484,977.9316
voluptuous,551.8523,-994.5057
safe,-259.2687,421.19016
unalterable,724.3881,-534.7766
sweeping,-259.2687,421.19016
effective,798.5389,612.6109
favourable,211.55492,-578.76965
sound,-259.2687,421.19016
deserted,-634.49066,-582.7671
childish,-951.86163,-155.88205
gilded,-605.49,151.75119
upper,724.3881,-534.7766
unobserved,724.3881,-534.7766
unsuspected,724.3881,-534.7766
flattered,119.799675,-706.18134
refined,115.43899,-1084.4272
rough,115.43899,-1084.4272
weekly,494.54434,1034.9302
frivolous,119.799675,-706.18134
embarrassed,798.5389,612.6109
inconceivable,903.25793,52.94797
abundant,-153.19484,977.9316
improbable,903.25793,52.94797
primitive,-360.2953,-131.86354
ripe,115.43899,-1084.4272
natured,497.98947,-103.91247
perverse,-360.2953,-131.86354
seductive,-52.484406,323.03934
shameful,-52.484406,323.03934
excessive,798.5389,612.6109
longer,434.9356,336.51242
subsequent,-52.484406,323.03934
responsible,115.43899,-1084.4272
worldly,494.54434,1034.9302
married,-924.8581,439.74445
modern,-924.8581,439.74445
typical,257.9951,711.35944
commonplace,-951.86163,-155.88205
lavish,434.9356,336.51242
uniform,724.3881,-534.7766
mediocre,-924.8581,439.74445
persistent,-190.54883,-258.8649
circular,-951.86163,-155.88205
indefinite,903.25793,52.94797
limpid,434.9356,336.51242
sunny,-52.484406,323.03934
frequent,119.799675,-706.18134
medical,-924.8581,439.74445
stiff,-52.484406,323.03934
satisfactory,-52.484406,323.03934
earthly,798.5389,612.6109
flat,119.799675,-706.18134
hungry,-383.12857,-1005.5233
graceful,-605.49,151.75119
topmost,257.9951,711.35944
pallid,-360.2953,-131.86354
frank,119.799675,-706.18134
petty,-93.74354,-131.5854
vertical,551.8523,-994.5057
withered,494.54434,1034.9302
literal,434.9356,336.51242
entire,798.5389,612.6109
incessant,903.25793,52.94797
perceptible,-93.74354,-131.5854
impenetrable,903.25793,52.94797
stronger,-52.484406,323.03934
potent,-93.74354,-131.5854
azure,-153.19484,977.9316
Poor,-93.74354,-131.5854
embroidered,798.5389,612.6109
finer,119.799675,-706.18134
meaningless,-924.8581,439.74445
harsh,-383.12857,-1005.5233
discernible,-634.49066,-582.7671
feverish,-71.912224,-687.6213
celestial,-951.86163,-155.88205
fellow,-71.912224,-687.6213
steady,-52.484406,323.03934
princely,-190.54883,-258.8649
minor,-924.8581,439.74445
despotic,-634.49066,-582.7671
firm,57.38613,-548.7929
future,57.38613,-548.7929
previous,-190.54883,-258.8649
silken,-52.484406,323.03934
fit,57.38613,-548.7929
geological,-605.49,151.75119
obstinate,224.95148,31.965883
poetic,-190.54883,-258.8649
round,115.43899,-1084.4272
shorter,-259.2687,421.19016
privileged,-208.2448,-64.90282
capricious,-951.86163,-155.88205
deeper,-634.49066,-582.7671
indelicate,903.25793,52.94797
refreshing,115.43899,-1084.4272
unaccountable,724.3881,-534.7766
abrupt,-153.19484,977.9316
helpless,-383.12857,-1005.5233
mauve,-924.8581,439.74445
intermittent,903.25793,52.94797
boring,-648.8871,803.46826
minded,-924.8581,439.74445
affected,-153.19484,977.9316
exceptional,798.5389,612.6109
intolerable,903.25793,52.94797
