word,x,y
bold,-648.8871,803.46826
feminine,-71.912224,-687.6213
prepared,-208.2448,-64.90282
amused,-153.19484,977.9316
fundamental,-71.912224,-687.6213
Chinese,-951.86163,-155.88205
nasty,497.98947,-103.91247
troubled,257.9951,711.35944
fictitious,-71.912224,-687.6213
magnanimous,-924.8581,439.74445
bigger,-648.8871,803.46826
superfluous,-259.2687,421.19016
contemptible,-951.86163,-155.88205
inexplicable,903.25793,52.94797
tiresome,257.9951,711.35944
unique,724.3881,-534.7766
instantaneous,903.25793,52.94797
longest,434.9356,336.51242
skilful,-259.2687,421.19016
provisional,-190.54883,-258.8649
magic,-924.8581,439.74445
customary,-951.86163,-155.88205
jerky,367.88385,-425.97073
unmistakable,724.3881,-534.7766
Merovingian,-924.8581,439.74445
active,-153.19484,977.9316
interminable,903.25793,52.94797
oval,118.35588,20.62824
arched,-153.19484,977.9316
aristocratic,-153.19484,977.9316
principal,-93.74354,-131.5854
reciprocal,115.43899,-1084.4272
unnoticed,724.3881,-534.7766
volatile,551.8523,-994.5057
pedantic,-93.74354,-131.5854
entertaining,798.5389,612.6109
exaggerated,798.5389,612.6109
keener,192.4397,-326.7464
propitious,-93.74354,-131.5854
concrete,-951.86163,-155.88205
thinner,257.9951,711.35944
shuddering,-259.2687,421.19016
violet,551.8523,-994.5057
deadly,-634.49066,-582.7671
arbitrary,-153.19484,977.9316
dangerous,-634.49066,-582.7671
pastoral,-93.74354,-131.5854
barren,-648.8871,803.46826
useful,724.3881,-534.7766
commercial,-951.86163,-155.88205
brave,-648.8871,803.46826
distinctive,-634.49066,-582.7671
cordial,-951.86163,-155.88205
imperfect,903.25793,52.94797
shadowy,-259.2687,421.19016
electric,798.5389,612.6109
irregular,903.25793,52.94797
inanimate,903.25793,52.94797
innocuous,903.25793,52.94797
illusory,903.25793,52.94797
intact,903.25793,52.94797
unsubstantial,724.3881,-534.7766
outside,224.95148,31.965883
unconfessed,724.3881,-534.7766
loose,434.9356,336.51242
decorative,-634.49066,-582.7671
incongruous,903.25793,52.94797
blank,-648.8871,803.46826
flowering,57.38613,-548.7929
immemorial,903.25793,52.94797
outstretched,224.95148,31.965883
Greek,-605.49,151.75119
icy,903.25793,52.94797
superficial,-259.2687,421.19016
formidable,57.38613,-548.7929
mythological,-924.8581,439.74445
exhaustive,798.5389,612.6109
rash,115.43899,-1084.4272
thoughtless,257.9951,711.35944
florid,-71.912224,-687.6213
airy,-153.19484,977.9316
cloudy,-951.86163,-155.88205
moist,-924.8581,439.74445
sinuous,-259.2687,421.19016
paler,-360.2953,-131.86354
tangible,257.9951,711.35944
disturbing,-634.49066,-582.7671
stony,-259.2687,421.19016
eighteenth,798.5389,612.6109
ugliest,724.3881,-534.7766
lucky,434.9356,336.51242
handed,-383.12857,-1005.5233
energetic,798.5389,612.6109
deaf,-634.49066,-582.7671
unworthy,724.3881,-534.7766
tiniest,257.9951,711.35944
allegorical,-153.19484,977.9316
consistent,-951.86163,-155.88205
Platonic,-360.2953,-131.86354
numberless,497.98947,-103.91247
petrified,-190.54883,-258.8649
hopeless,-383.12857,-1005.5233
grown,-605.49,151.75119
unaccompanied,724.3881,-534.7766
theatrical,257.9951,711.35944
diabolical,-634.49066,-582.7671
sentimental,-52.484406,323.03934
submissive,-52.484406,323.03934
inadequate,903.25793,52.94797
fuller,119.799675,-706.18134
facial,57.38613,-548.7929
internal,903.25793,52.94797
brisk,-648.8871,803.46826
undisturbed,724.3881,-534.7766
resonant,115.43899,-1084.4272
accessible,-153.19484,977.9316
farthest,-71.912224,-687.6213
philosophic,-190.54883,-258.8649
fixed,-71.912224,-687.6213
perpetual,-190.54883,-258.8649
unvarying,724.3881,-534.7766
precocious,-190.54883,-258.8649
deepest,-634.49066,-582.7671
lyrical,434.9356,336.51242
atmospheric,-153.19484,977.9316
sterile,-52.484406,323.03934
extreme,798.5389,612.6109
uncommon,724.3881,-534.7766
disappointed,-634.49066,-582.7671
feeble,57.38613,-548.7929
loving,434.9356,336.51242
shocked,-52.484406,323.03934
realistic,115.43899,-1084.4272
remarkable,115.43899,-1084.4272
exhausted,798.5389,612.6109
comprehensive,-951.86163,-155.88205
distinguishable,-634.49066,-582.7671
twin,257.9951,711.35944
vaporous,551.8523,-994.5057
egotistical,798.5389,612.6109
alternate,-153.19484,977.9316
priceless,-190.54883,-258.8649
contradictory,-951.86163,-155.88205
appalling,-153.19484,977.9316
simultaneous,-52.484406,323.03934
reserved,115.43899,-1084.4272
edible,798.5389,612.6109
shrill,-52.484406,323.03934
Filthy,211.55492,-578.76965
instant,903.25793,52.94797
paralysed,-360.2953,-131.86354
crafty,-951.86163,-155.88205
backward,-648.8871,803.46826
fleshy,211.55492,-578.76965
objective,224.95148,31.965883
oldest,224.95148,31.965883
eternal,798.5389,612.6109
unbroken,724.3881,-534.7766
bent,-648.8871,803.46826
gracious,-605.49,151.75119
French,211.55492,-578.76965
unchanging,724.3881,-534.7766
evident,798.5389,612.6109
cool,-951.86163,-155.88205
hideous,-383.12857,-1005.5233
thorough,257.9951,711.35944
dense,-634.49066,-582.7671
startling,-52.484406,323.03934
classical,-951.86163,-155.88205
naked,497.98947,-103.91247
plebeian,-190.54883,-258.8649
fluid,211.55492,-578.76965
opposite,224.95148,31.965883
sceptical,-52.484406,323.03934
indistinct,903.25793,52.94797
clean,-951.86163,-155.88205
desirable,-634.49066,-582.7671
enlarged,798.5389,612.6109
female,119.799675,-706.18134
stale,-52.484406,323.03934
sullen,-52.484406,323.03934
subjective,-52.484406,323.03934
vicious,551.8523,-994.5057
unreal,724.3881,-534.7766
implacable,903.25793,52.94797
ineluctable,903.25793,52.94797
stormy,-52.484406,323.03934
unfinished,724.3881,-534.7766
advanced,-153.19484,977.9316
contiguous,-951.86163,-155.88205
valueless,551.8523,-994.5057
enviable,798.5389,612.6109
informed,903.25793,52.94797
exclusive,798.5389,612.6109
expressive,798.5389,612.6109
wise,494.54434,1034.9302
clumsy,-951.86163,-155.88205
mock,-924.8581,439.74445
known,192.4397,-326.7464
symbolical,-52.484406,323.03934
distressing,-634.49066,-582.7671
multiform,-924.8581,439.74445
enraptured,798.5389,612.6109
fugitive,211.55492,-578.76965
official,224.95148,31.965883
fragmentary,211.55492,-578.76965
intelligible,903.25793,52.94797
nobler,497.98947,-103.91247
unreasonable,724.3881,-534.7766
habitual,-383.12857,-1005.5233
temporary,257.9951,711.35944
sheer,-52.484406,323.03934
tactless,257.9951,711.35944
wiser,494.54434,1034.9302
distressed,-634.49066,-582.7671
iridescent,903.25793,52.94797
fascinating,57.38613,-548.7929
morbid,-924.8581,439.74445
thin,257.9951,711.35944
abject,-153.19484,977.9316
ulterior,724.3881,-534.7766
tedious,257.9951,711.35944
compact,-951.86163,-155.88205
unexplored,724.3881,-534.7766
bored,-648.8871,803.46826
clouded,-951.86163,-155.88205
miraculous,-924.8581,439.74445
dearest,-634.49066,-582.7671
unintelligible,724.3881,-534.7766
nearest,497.98947,-103.91247
unusual,724.3881,-534.7766
invalid,903.25793,52.94797
heavenly,-383.12857,-1005.5233
drowsy,-634.49066,-582.7671
composite,-951.86163,-155.88205
Bohemian,-648.8871,803.46826
snug,-259.2687,421.19016
cheerful,-951.86163,-155.88205
pitiless,-360.2953,-131.86354
monstrous,-924.8581,439.74445
habitable,-383.12857,-1005.5233
transitory,257.9951,711.35944
infamous,903.25793,52.94797
inasmuch,903.25793,52.94797
dearer,-634.49066,-582.7671
symmetrical,-259.2687,421.19016
discouraged,-634.49066,-582.7671
continual,-951.86163,-155.88205
currant,-951.86163,-155.88205
wrinkled,494.54434,1034.9302
involuntary,903.25793,52.94797
keenest,192.4397,-326.7464
displeased,-634.49066,-582.7671
uninvited,724.3881,-534.7766
frozen,211.55492,-578.76965
unpleasant,724.3881,-534.7766
complicated,-951.86163,-155.88205
respected,115.43899,-1084.4272
wider,494.54434,1034.9302
resplendent,115.43899,-1084.4272
scant,-259.2687,421.19016
unrecognisable,724.3881,-534.7766
vacant,551.8523,-994.5057
idle,903.25793,52.94797
fast,211.55492,-578.76965
prudent,-360.2953,-131.86354
stable,-259.2687,421.19016
mundane,-924.8581,439.74445
compelling,-951.86163,-155.88205
ingenious,903.25793,52.94797
terrifying,257.9951,711.35944
untimely,724.3881,-534.7766
Swedish,-259.2687,421.19016
co,-951.86163,-155.88205
operative,224.95148,31.965883
devastating,-634.49066,-582.7671
ironic,903.25793,52.94797
depressed,-634.49066,-582.7671
maddening,-924.8581,439.74445
rhythmic,115.43899,-1084.4272
imperious,903.25793,52.94797
uncompromising,724.3881,-534.7766
irrelevant,903.25793,52.94797
ceremonial,-951.86163,-155.88205
mischievous,-924.8581,439.74445
filial,211.55492,-578.76965
supportable,-259.2687,421.19016
demoniacal,-634.49066,-582.7671
alert,-153.19484,977.9316
scandalous,-259.2687,421.19016
void,551.8523,-994.5057
puerile,-360.2953,-131.86354
unwilling,724.3881,-534.7766
impious,903.25793,52.94797
unwholesome,724.3881,-534.7766
accurate,-153.19484,977.9316
nostalgic,497.98947,-103.91247
unmatched,724.3881,-534.7766
intoxicating,903.25793,52.94797
strongest,-259.2687,421.19016
captive,-951.86163,-155.88205
uncapturable,724.3881,-534.7766
severe,-259.2687,421.19016
fragile,119.799675,-706.18134
unfaltering,724.3881,-534.7766
recognisable,115.43899,-1084.4272
superabundant,-259.2687,421.19016
punctual,-360.2953,-131.86354
greedy,-605.49,151.75119
wintry,494.54434,1034.9302
diminished,-634.49066,-582.7671
anticipatory,-153.19484,977.9316
peasant,-190.54883,-258.8649
civil,-951.86163,-155.88205
furrowed,119.799675,-706.18134
Latin,434.9356,336.51242
threadbare,257.9951,711.35944
rectangular,115.43899,-1084.4272
transient,257.9951,711.35944
flaming,119.799675,-706.18134
rainbow,115.43899,-1084.4272
unbreakable,724.3881,-534.7766
unctuous,724.3881,-534.7766
sidelong,-259.2687,421.19016
legendary,434.9356,336.51242
fourth,-71.912224,-687.6213
rugged,115.43899,-1084.4272
dressed,-411.34134,-574.9772
ecclesiastical,798.5389,612.6109
worn,494.54434,1034.9302
asymmetrical,-153.19484,977.9316
uninhabitable,724.3881,-534.7766
fervent,57.38613,-548.7929
dreary,-411.34134,-574.9772
venerable,551.8523,-994.5057
ruddy,115.43899,-1084.4272
inmost,903.25793,52.94797
dim,-411.34134,-574.9772
sustained,-259.2687,421.19016
noblest,497.98947,-103.91247
schoolboyish,-259.2687,421.19016
unforeseen,724.3881,-534.7766
unsatisfied,724.3881,-534.7766
thirteenth,257.9951,711.35944
major,-924.8581,439.74445
incalculable,903.25793,52.94797
adequate,-153.19484,977.9316
painstaking,-190.54883,-258.8649
impolite,903.25793,52.94797
gilt,-605.49,151.75119
specific,-259.2687,421.19016
kindly,192.4397,-326.7464
commonest,-951.86163,-155.88205
surprising,-259.2687,421.19016
mannish,-924.8581,439.74445
envious,798.5389,612.6109
striking,-259.2687,421.19016
psychological,-190.54883,-258.8649
saintly,-259.2687,421.19016
closer,-951.86163,-155.88205
dramatic,-411.34134,-574.9772
sensational,-259.2687,421.19016
opaque,224.95148,31.965883
lucid,434.9356,336.51242
undistinguished,724.3881,-534.7766
strenuous,-259.2687,421.19016
Sweet,-259.2687,421.19016
complimentary,-951.86163,-155.88205
vile,551.8523,-994.5057
rhythmical,115.43899,-1084.4272
pleasing,-190.54883,-258.8649
immortal,903.25793,52.94797
colossal,-951.86163,-155.88205
Jewish,367.88385,-425.97073
insoluble,903.25793,52.94797
inexhaustible,903.25793,52.94797
meagre,-924.8581,439.74445
innermost,903.25793,52.94797
idealist,903.25793,52.94797
harmonious,-383.12857,-1005.5233
unsatisfactory,724.3881,-534.7766
lifelong,434.9356,336.51242
eligible,798.5389,612.6109
hooked,-383.12857,-1005.5233
meticulous,-924.8581,439.74445
classic,-951.86163,-155.88205
little,434.9356,336.51242
chief,-951.86163,-155.88205
able,-153.19484,977.9316
possible,-360.2953,-131.86354
open,224.95148,31.965883
long,434.9356,336.51242
better,-648.8871,803.46826
good,-605.49,151.75119
new,497.98947,-103.91247
flat,-71.912224,-687.6213
old,224.95148,31.965883
clear,-951.86163,-155.88205
quiet,207.87022,-189.99567
great,-605.49,151.75119
loud,434.9356,336.51242
nice,497.98947,-103.91247
present,-360.2953,-131.86354
different,-411.34134,-574.9772
difficult,-411.34134,-574.9772
easy,798.5389,612.6109
tired,257.9951,711.35944
upright,724.3881,-534.7766
lower,434.9356,336.51242
unable,724.3881,-534.7766
white,494.54434,1034.9302
fresh,211.55492,-578.76965
ill,903.25793,52.94797
wrong,494.54434,1034.9302
aware,-153.19484,977.9316
slightest,-52.484406,323.03934
free,211.55492,-578.76965
right,115.43899,-1084.4272
impossible,903.25793,52.94797
cleaner,-951.86163,-155.88205
human,-383.12857,-1005.5233
friendly,211.55492,-578.76965
hard,-383.12857,-1005.5233
usual,724.3881,-534.7766
short,-52.484406,323.03934
calm,-951.86163,-155.88205
patient,-93.74354,-131.5854
necessary,497.98947,-103.91247
glad,-605.49,151.75119
sure,-52.484406,323.03934
enormous,798.5389,612.6109
asleep,-153.19484,977.9316
silent,-52.484406,323.03934
slow,-52.484406,323.03934
immobile,903.25793,52.94797
brown,-648.8871,803.46826
ready,115.43899,-1084.4272
small,-52.484406,323.03934
heavy,-383.12857,-1005.5233
slight,-52.484406,323.03934
best,-648.8871,803.46826
sensible,-52.484406,323.03934
entire,798.5389,612.6109
strong,-52.484406,323.03934
careful,-951.86163,-155.88205
astonished,-153.19484,977.9316
important,903.25793,52.94797
horrible,-383.12857,-1005.5233
stiff,-52.484406,323.03934
proper,-93.74354,-131.5854
sad,-52.484406,323.03934
bad,-648.8871,803.46826
big,-648.8871,803.46826
lively,434.9356,336.51242
suspicious,-52.484406,323.03934
simple,-52.484406,323.03934
broad,-648.8871,803.46826
afraid,-153.19484,977.9316
narrow,497.98947,-103.91247
amazed,-153.19484,977.9316
suitable,-52.484406,323.03934
immediate,903.25793,52.94797
late,434.9356,336.51242
shocking,-52.484406,323.03934
alright,-153.19484,977.9316
wide,494.54434,1034.9302
double,-411.34134,-574.9772
large,434.9356,336.51242
sudden,-52.484406,323.03934
dark,-411.34134,-574.9772
uneasy,724.3881,-534.7766
greatest,-605.49,151.75119
bare,-648.8871,803.46826
comfortable,-951.86163,-155.88205
warm,494.54434,1034.9302
fond,211.55492,-578.76965
easier,798.5389,612.6109
high,-383.12857,-1005.5233
uniform,724.3881,-534.7766
middle,-924.8581,439.74445
young,366.8219,-261.70593
like,434.9356,336.51242
thin,257.9951,711.35944
familiar,211.55492,-578.76965
dull,-411.34134,-574.9772
cold,-951.86163,-155.88205
past,-93.74354,-131.5854
mad,-924.8581,439.74445
hungrier,-383.12857,-1005.5233
cautious,-951.86163,-155.88205
deep,-411.34134,-574.9772
painful,-93.74354,-131.5854
wooden,494.54434,1034.9302
individual,903.25793,52.94797
sensitive,-52.484406,323.03934
total,257.9951,711.35944
real,115.43899,-1084.4272
main,-924.8581,439.74445
innocent,903.25793,52.94797
polished,-190.54883,-258.8649
early,798.5389,612.6109
stubborn,-52.484406,323.03934
unwell,724.3881,-534.7766
worried,494.54434,1034.9302
unheard,724.3881,-534.7766
true,257.9951,711.35944
insistent,903.25793,52.94797
curious,-951.86163,-155.88205
upset,724.3881,-534.7766
surprising,-52.484406,323.03934
steady,-52.484406,323.03934
particular,-190.54883,-258.8649
secret,-52.484406,323.03934
convinced,-951.86163,-155.88205
straight,-52.484406,323.03934
frequent,211.55492,-578.76965
unbearable,724.3881,-534.7766
pleased,-190.54883,-258.8649
left,434.9356,336.51242
frightening,211.55492,-578.76965
hungry,-383.12857,-1005.5233
dry,-411.34134,-574.9772
unexpected,724.3881,-534.7766
elderly,798.5389,612.6109
hot,-383.12857,-1005.5233
near,497.98947,-103.91247
burdensome,-648.8871,803.46826
unpleasant,724.3881,-534.7766
heaviest,-383.12857,-1005.5233
considerate,-951.86163,-155.88205
earlier,798.5389,612.6109
current,-951.86163,-155.88205
peaceful,-190.54883,-258.8649
smaller,111.14985,300.68985
indifferent,903.25793,52.94797
startled,-52.484406,323.03934
obvious,224.95148,31.965883
beautiful,-648.8871,803.46826
weak,494.54434,1034.9302
willing,494.54434,1034.9302
weaker,494.54434,1034.9302
dead,-634.49066,-582.7671
troubled,257.9951,711.35944
gilded,-605.49,151.75119
mild,-924.8581,439.74445
strenuous,-52.484406,323.03934
irregular,903.25793,52.94797
stupid,-52.484406,323.03934
funny,211.55492,-578.76965
True,257.9951,711.35944
spineless,-52.484406,323.03934
sick,-52.484406,323.03934
strained,-52.484406,323.03934
medical,-924.8581,439.74445
lazy,434.9356,336.51242
workshy,494.54434,1034.9302
excessive,798.5389,612.6109
gentle,-605.49,151.75119
uncontrollable,724.3881,-534.7766
mixed,-924.8581,439.74445
unclear,724.3881,-534.7766
unsure,724.3881,-534.7766
contented,-951.86163,-155.88205
satisfied,-52.484406,323.03934
dressed,-634.49066,-582.7671
pure,-208.2448,-64.90282
occupational,224.95148,31.965883
desperate,-634.49066,-582.7671
natural,497.98947,-103.91247
final,211.55492,-578.76965
nonsensical,497.98947,-103.91247
faithful,211.55492,-578.76965
elastic,798.5389,612.6109
muffled,-924.8581,439.74445
noticeable,497.98947,-103.91247
gruff,-605.49,151.75119
firm,119.799675,-706.18134
Good,-605.49,151.75119
minor,-924.8581,439.74445
unnecessary,724.3881,-534.7766
peculiar,-208.2448,-64.90282
incomprehensible,903.25793,52.94797
secure,-52.484406,323.03934
private,-208.2448,-64.90282
unsatisfactory,724.3881,-534.7766
latest,434.9356,336.51242
smooth,-52.484406,323.03934
nearby,497.98947,-103.91247
awful,-153.19484,977.9316
calmer,-951.86163,-155.88205
clearer,-951.86163,-155.88205
confident,-951.86163,-155.88205
wise,494.54434,1034.9302
crucial,-951.86163,-155.88205
key,192.4397,-326.7464
nearest,497.98947,-103.91247
invisible,903.25793,52.94797
dishevelled,-634.49066,-582.7671
hostile,-383.12857,-1005.5233
powerful,-190.54883,-258.8649
lighter,434.9356,336.51242
endless,798.5389,612.6109
grey,-605.49,151.75119
black,-648.8871,803.46826
austere,-153.19484,977.9316
regular,115.43899,-1084.4272
carefree,-951.86163,-155.88205
commercial,-951.86163,-155.88205
arduous,-153.19484,977.9316
soft,-259.2687,421.19016
groundless,-605.49,151.75119
exhausted,798.5389,612.6109
harmful,-383.12857,-1005.5233
supernatural,-259.2687,421.19016
extreme,798.5389,612.6109
clever,-951.86163,-155.88205
shocked,-259.2687,421.19016
numerous,497.98947,-103.91247
solid,-259.2687,421.19016
engrossed,798.5389,612.6109
unthinking,724.3881,-534.7766
chilly,-951.86163,-155.88205
wild,494.54434,1034.9302
impatient,903.25793,52.94797
lethal,434.9356,336.51242
incapable,903.25793,52.94797
anxious,-153.19484,977.9316
confused,-951.86163,-155.88205
pleasant,-93.74354,-131.5854
vile,551.8523,-994.5057
hefty,-383.12857,-1005.5233
favourite,119.799675,-706.18134
recent,115.43899,-1084.4272
timorous,257.9951,711.35944
vain,551.8523,-994.5057
previous,-93.74354,-131.5854
awake,-153.19484,977.9316
undisturbed,724.3881,-534.7766
tall,257.9951,711.35944
light,434.9356,336.51242
vague,551.8523,-994.5057
terrible,257.9951,711.35944
wildest,494.54434,1034.9302
rotten,115.43899,-1084.4272
inedible,903.25793,52.94797
lethargic,434.9356,336.51242
second,-259.2687,421.19016
content,-951.86163,-155.88205
appropriate,-153.19484,977.9316
similar,-259.2687,421.19016
selfish,-259.2687,421.19016
complicated,-951.86163,-155.88205
fiery,119.799675,-706.18134
junior,367.88385,-425.97073
delighted,-634.49066,-582.7671
gifted,-605.49,151.75119
expressive,798.5389,612.6109
lovely,434.9356,336.51242
grand,-605.49,151.75119
pointless,-93.74354,-131.5854
interrupted,903.25793,52.94797
available,-153.19484,977.9316
surplus,-259.2687,421.19016
healthy,-383.12857,-1005.5233
clumsy,-951.86163,-155.88205
enviable,798.5389,612.6109
modest,-924.8581,439.74445
cool,-951.86163,-155.88205
distinct,-634.49066,-582.7671
barren,-648.8871,803.46826
observant,224.95148,31.965883
exact,798.5389,612.6109
inner,903.25793,52.94797
motionless,-924.8581,439.74445
useless,724.3881,-534.7766
unfortunate,724.3881,-534.7766
square,-259.2687,421.19016
relaxed,115.43899,-1084.4272
happy,-383.12857,-1005.5233
feeble,119.799675,-706.18134
unchanged,724.3881,-534.7766
direct,-634.49066,-582.7671
monotonous,-924.8581,439.74445
unimpeded,724.3881,-534.7766
sufficient,-259.2687,421.19016
childish,-951.86163,-155.88205
enthusiastic,798.5389,612.6109
far,119.799675,-706.18134
unusual,724.3881,-534.7766
dear,-634.49066,-582.7671
fretsaw,211.55492,-578.76965
copious,-951.86163,-155.88205
safe,-259.2687,421.19016
unyielding,724.3881,-534.7766
faint,-71.912224,-687.6213
caustic,-951.86163,-155.88205
numb,497.98947,-103.91247
subdued,-259.2687,421.19016
responsible,115.43899,-1084.4272
angry,-153.19484,977.9316
public,-93.74354,-131.5854
smart,-259.2687,421.19016
blue,-648.8871,803.46826
gold,-605.49,151.75119
bushy,-648.8871,803.46826
alert,-153.19484,977.9316
unkempt,724.3881,-534.7766
strict,-259.2687,421.19016
decisive,-634.49066,-582.7671
countless,-951.86163,-155.88205
reliable,115.43899,-1084.4272
red,115.43899,-1084.4272
electric,798.5389,612.6109
incredible,903.25793,52.94797
unfastened,724.3881,-534.7766
visible,551.8523,-994.5057
revolting,115.43899,-1084.4272
ancient,-153.19484,977.9316
invalid,903.25793,52.94797
damp,-634.49066,-582.7671
fancy,57.38613,-548.7929
French,57.38613,-548.7929
unused,724.3881,-534.7766
shabbier,-259.2687,421.19016
shiny,-259.2687,421.19016
uncomfortable,724.3881,-534.7766
obstinate,224.95148,31.965883
harder,-383.12857,-1005.5233
overworked,224.95148,31.965883
thick,257.9951,711.35944
boned,-648.8871,803.46826
loudest,434.9356,336.51242
imaginable,903.25793,52.94797
poor,-360.2953,-131.86354
eyed,798.5389,612.6109
provincial,-360.2953,-131.86354
tender,257.9951,711.35944
inaccessible,903.25793,52.94797
untouched,724.3881,-534.7766
worst,494.54434,1034.9302
touchy,257.9951,711.35944
bitter,-648.8871,803.46826
aggrieved,-153.19484,977.9316
convulsive,-951.86163,-155.88205
helpless,-383.12857,-1005.5233
agitated,-153.19484,977.9316
robust,115.43899,-1084.4272
hardest,-383.12857,-1005.5233
resentful,115.43899,-1084.4272
infirm,903.25793,52.94797
earnest,798.5389,612.6109
tidy,257.9951,711.35944
Unnecessary,724.3881,-534.7766
dirty,-634.49066,-582.7671
superfluous,-259.2687,421.19016
closed,-951.86163,-155.88205
darkest,-634.49066,-582.7671
perfect,-190.54883,-258.8649
remarkable,115.43899,-1084.4272
toothless,257.9951,711.35944
attentive,-153.19484,977.9316
cosy,-951.86163,-155.88205
exaggerated,798.5389,612.6109
close,-951.86163,-155.88205
thoughtless,257.9951,711.35944
shy,-259.2687,421.19016
immaculate,903.25793,52.94797
preoccupied,-360.2953,-131.86354
half,-383.12857,-1005.5233
unnerving,724.3881,-534.7766
melancholy,-924.8581,439.74445
unknown,724.3881,-534.7766
determined,-634.49066,-582.7671
entertaining,798.5389,612.6109
annoyed,-153.19484,977.9316
experienced,798.5389,612.6109
obsessed,224.95148,31.965883
repugnant,115.43899,-1084.4272
uncontrolled,724.3881,-534.7766
deranged,-634.49066,-582.7671
definite,-634.49066,-582.7671
mechanical,-924.8581,439.74445
startling,-259.2687,421.19016
unhappy,724.3881,-534.7766
spindly,-259.2687,421.19016
unnatural,724.3881,-534.7766
decayed,-411.34134,-574.9772
inflamed,903.25793,52.94797
brief,-648.8871,803.46826
special,-259.2687,421.19016
Dead,-411.34134,-574.9772
pained,-360.2953,-131.86354
quick,207.87022,-189.99567
disconcerted,-634.49066,-582.7671
gleeful,-605.49,151.75119
proud,-360.2953,-131.86354
tremendous,257.9951,711.35944
vertical,551.8523,-994.5057
outstretched,224.95148,31.965883
closer,-951.86163,-155.88205
cheaper,-951.86163,-155.88205
practical,-360.2953,-131.86354
livelier,434.9356,336.51242
pale,-93.74354,-131.5854
built,-648.8871,803.46826
quieter,207.87022,-189.99567
